player_name,mlbid,final_adp,week,x1b,x2b,x3b,hr,bb,hbp,r,rbi,sb,ud_points,week_rank,rank_group
Mark Canha,592192,NA,2025-06-02,1,1,0,0,1,0,1,0,0,14,139,Unusable
Mark Canha,592192,NA,2025-06-30,0,0,0,1,0,0,1,1,0,14,135,Unusable
Javier Baez,595879,NA,2025-06-23,1,1,0,0,1,0,1,0,0,14,132,Unusable
Ezequiel Duran,677649,NA,2025-06-16,1,1,0,0,1,0,1,0,0,14,146,Unusable
Ezequiel Duran,677649,NA,2025-07-07,1,1,0,0,1,0,0,1,0,14,128,Unusable
Jonah Heim,641680,NA,2025-06-09,2,1,0,0,0,0,1,0,0,14,147,Unusable
Gustavo Campero,672569,NA,2025-06-23,0,0,0,1,0,0,1,1,0,14,132,Unusable
Henry Davis,680779,NA,2025-05-19,2,0,0,0,2,0,0,1,0,14,150,Unusable
Henry Davis,680779,NA,2025-07-07,1,1,0,0,1,0,1,0,0,14,128,Unusable
Henry Davis,680779,NA,2025-07-28,1,0,0,0,2,1,0,1,0,14,146,Unusable
Nick Fortes,663743,NA,2025-08-04,0,0,0,1,0,0,1,1,0,14,132,Unusable
Dalton Rushing,687221,NA,2025-06-30,2,1,0,0,0,0,0,1,0,14,135,Unusable
Connor Wong,657136,NA,2025-08-25,1,1,0,0,1,0,1,0,0,14,139,Unusable
Connor Wong,657136,NA,2025-09-08,2,1,0,0,0,0,0,1,0,14,125,Unusable
Edmundo Sosa,624641,NA,2025-05-12,2,1,0,0,0,0,0,1,0,14,139,Unusable
Edmundo Sosa,624641,NA,2025-08-11,3,0,0,0,1,0,1,0,0,14,137,Unusable
Edmundo Sosa,624641,NA,2025-09-01,4,0,0,0,0,0,0,1,0,14,132,Unusable
Martin Maldonado,455117,NA,2025-03-31,0,0,0,1,0,0,1,1,0,14,143,Unusable
Martin Maldonado,455117,NA,2025-04-07,4,0,0,0,0,0,1,0,0,14,141,Unusable
Martin Maldonado,455117,NA,2025-06-23,0,0,0,1,0,0,1,1,0,14,132,Unusable
Austin Hedges,595978,NA,2025-04-14,0,0,0,1,0,0,1,1,0,14,143,Unusable
Austin Hedges,595978,NA,2025-05-05,0,0,0,1,0,0,1,1,0,14,148,Unusable
Austin Hedges,595978,NA,2025-06-23,1,0,0,0,3,0,1,0,0,14,132,Unusable
Luis Torrens,620443,NA,2025-07-07,1,1,0,0,1,0,1,0,0,14,128,Unusable
Andy Ibanez,628451,NA,2025-09-08,2,1,0,0,0,0,1,0,0,14,125,Unusable
Dylan Moore,664238,NA,2025-09-01,2,0,0,0,0,0,1,1,1,14,132,Unusable
Travis d'Arnaud,518595,NA,2025-07-21,1,0,0,0,2,1,1,0,0,14,132,Unusable
Vidal Brujan,660644,NA,2025-08-04,2,0,0,0,2,0,1,0,0,14,132,Unusable
Nick Maton,665155,NA,2025-04-07,2,0,0,0,2,0,1,0,0,14,141,Unusable
Carson Williams,700246,NA,2025-09-08,0,0,0,1,0,0,1,1,0,14,125,Unusable
Luis Urias,649966,NA,2025-03-24,0,0,0,1,0,0,1,1,0,14,97,Unusable
Brett Harris,695391,NA,2025-09-08,2,1,0,0,0,0,0,1,0,14,125,Unusable
Adrian Del Castillo,680728,NA,2025-08-25,4,0,0,0,0,0,0,1,0,14,139,Unusable
Adrian Del Castillo,680728,NA,2025-09-08,0,1,0,0,2,0,1,0,0,14,125,Unusable
Tyler Wade,642180,NA,2025-06-02,2,0,0,0,0,0,2,0,1,14,139,Unusable
Tyler Wade,642180,NA,2025-06-16,2,0,0,0,2,0,1,0,0,14,146,Unusable
Jake Bauers,641343,NA,2025-07-07,0,0,0,0,2,0,2,0,1,14,128,Unusable
Jorge Mateo,622761,NA,2025-04-21,2,0,0,0,0,0,0,0,2,14,145,Unusable
Jose Trevino,624431,NA,2025-08-04,2,1,0,0,0,0,1,0,0,14,132,Unusable
Mark Vientos,668901,83.69,2025-03-24,0,1,0,0,1,0,1,1,0,13,101,Unusable
Mark Vientos,668901,83.69,2025-08-04,1,1,0,0,0,0,1,1,0,13,137,Unusable
Mark Vientos,668901,83.69,2025-09-15,1,1,0,0,0,0,0,2,0,13,131,Unusable
Matt McLain,680574,91.6,2025-08-11,0,1,0,0,1,0,2,0,0,13,140,Unusable
Matt Chapman,656305,93.14,2025-06-30,1,0,0,0,1,1,2,0,0,13,138,Unusable
Adley Rutschman,668939,112.59,2025-08-11,3,0,0,0,0,0,0,2,0,13,140,Unusable
Vinnie Pasquantino,686469,131.56,2025-07-14,1,0,0,0,2,0,1,1,0,13,92,Unusable
Michael Toglia,669911,138.78,2025-03-24,0,1,0,0,0,1,2,0,0,13,101,Unusable
Alec Bohm,664761,148.29,2025-03-31,3,0,0,0,0,0,1,1,0,13,145,Unusable
Jonathan India,663697,164.42,2025-08-25,2,0,0,0,1,0,2,0,0,13,144,Unusable
Ryan McMahon,641857,172.9,2025-04-21,0,0,0,0,3,0,2,0,0,13,149,Unusable
Tommy Edman,669242,186.13,2025-09-22,3,0,0,0,0,0,1,1,0,13,136,Unusable
Salvador Perez,521692,194.19,2025-03-24,3,0,0,0,0,0,0,2,0,13,101,Unusable
Xander Bogaerts,593428,211.87,2025-05-19,1,0,0,0,2,0,0,0,1,13,154,Unusable
Will Smith,669257,215.77,2025-07-14,3,0,0,0,0,0,2,0,0,13,92,Unusable
Will Smith,669257,215.77,2025-09-01,3,0,0,0,0,0,1,1,0,13,134,Unusable
Zack Gelof,680869,225.25,2025-07-07,2,0,0,0,1,0,2,0,0,13,135,Unusable
Nolan Arenado,571448,227.39,2025-07-07,2,0,0,0,1,0,1,1,0,13,135,Unusable
Tyler Soderstrom,691016,238.1,2025-09-08,1,1,0,0,0,0,0,2,0,13,135,Unusable
Hyeseong Kim,808975,238.24,2025-06-30,2,0,0,0,1,0,0,0,1,13,138,Unusable
Christopher Morel,666624,238.29,2025-05-19,1,0,0,0,1,1,2,0,0,13,154,Unusable
Christopher Morel,666624,238.29,2025-09-22,0,1,0,0,1,0,0,2,0,13,136,Unusable
Willi Castro,650489,239.25,2025-04-14,1,1,0,0,0,0,1,1,0,13,147,Unusable
Justin Turner,457759,239.35,2025-09-15,3,0,0,0,0,0,0,2,0,13,131,Unusable
Nolan Schanuel,694384,239.52,2025-04-21,1,0,0,0,2,0,1,1,0,13,149,Unusable
Josh Smith,669701,239.59,2025-05-12,3,0,0,0,0,0,1,1,0,13,143,Unusable
Luisangel Acuna,682668,239.64,2025-03-31,1,1,0,0,0,0,2,0,0,13,145,Unusable
Sean Murphy,669221,239.72,2025-08-04,1,0,0,0,1,1,1,1,0,13,137,Unusable
Oswaldo Cabrera,665828,239.74,2025-03-24,3,0,0,0,0,0,2,0,0,13,101,Unusable
Miguel Rojas,500743,239.78,2025-05-05,2,0,0,0,1,0,2,0,0,13,151,Unusable
Bo Naylor,666310,239.8,2025-08-25,1,0,0,0,2,0,0,2,0,13,144,Unusable
Kevin Newman,621028,239.88,2025-06-02,1,1,0,0,0,0,1,1,0,13,143,Unusable
Nolan Gorman,669357,239.92,2025-04-14,1,0,0,0,2,0,1,1,0,13,147,Unusable
Curtis Mead,678554,239.94,2025-05-26,2,0,0,0,1,0,2,0,0,13,138,Unusable
Kyle Teel,691019,239.94,2025-07-14,1,1,0,0,0,0,2,0,0,13,92,Unusable
Jorge Polanco,593871,239.99,2025-05-19,1,0,0,0,1,1,1,1,0,13,154,Unusable
Nick Yorke,694377,240,2025-09-01,1,1,0,0,0,0,0,2,0,13,134,Unusable
Gabriel Moreno,672515,NA,2025-03-31,2,0,0,0,1,0,2,0,0,13,145,Unusable
Gabriel Moreno,672515,NA,2025-06-02,3,0,0,0,0,0,1,1,0,13,143,Unusable
Liover Peguero,678894,NA,2025-08-04,1,0,0,0,2,0,2,0,0,13,137,Unusable
Liover Peguero,678894,NA,2025-08-18,2,0,0,0,1,0,0,0,1,13,138,Unusable
Amed Rosario,642708,NA,2025-07-21,1,1,0,0,0,0,1,1,0,13,136,Unusable
Jonah Heim,641680,NA,2025-07-28,1,0,0,0,2,0,0,2,0,13,149,Unusable
David Fry,681807,NA,2025-06-16,1,1,0,0,0,0,1,1,0,13,149,Unusable
Henry Davis,680779,NA,2025-09-01,1,0,0,0,2,0,1,1,0,13,134,Unusable
Trey Sweeney,700242,NA,2025-07-07,1,0,0,0,2,0,0,0,1,13,135,Unusable
Connor Wong,657136,NA,2025-04-28,2,0,0,0,0,1,2,0,0,13,152,Unusable
Emmanuel Rivera,656896,NA,2025-04-28,2,0,0,0,1,0,1,1,0,13,152,Unusable
Emmanuel Rivera,656896,NA,2025-06-02,0,1,0,0,1,0,0,0,1,13,143,Unusable
Emmanuel Rivera,656896,NA,2025-08-25,3,0,0,0,0,0,0,2,0,13,144,Unusable
Ryan Noda,676116,NA,2025-06-30,0,0,0,0,3,0,2,0,0,13,138,Unusable
Alan Trejo,676701,NA,2025-05-05,2,0,0,0,1,0,1,1,0,13,151,Unusable
Max Schuemann,680474,NA,2025-04-21,2,0,0,0,1,0,2,0,0,13,149,Unusable
Kyle Farmer,571657,NA,2025-06-23,3,0,0,0,0,0,1,1,0,13,139,Unusable
Luis Urias,649966,NA,2025-08-18,1,0,0,0,1,1,0,2,0,13,138,Unusable
Josh Rojas,668942,NA,2025-06-30,2,0,0,0,1,0,1,1,0,13,138,Unusable
Jorge Mateo,622761,NA,2025-09-15,1,1,0,0,0,0,0,0,1,13,131,Unusable
Jose Iglesias,578428,NA,2025-08-18,2,0,0,0,1,0,1,1,0,13,138,Unusable
Jose Iglesias,578428,NA,2025-08-25,3,0,0,0,0,0,1,1,0,13,144,Unusable
Andrew Knizner,668800,NA,2025-08-18,1,1,0,0,0,0,1,1,0,13,138,Unusable
Pete Alonso,624413,29.95,2025-03-24,1,0,0,0,3,0,0,0,0,12,105,Unusable
Corey Seager,608369,43.68,2025-06-02,0,0,0,0,4,0,0,0,0,12,146,Unusable
Oneil Cruz,665833,50.09,2025-04-07,0,0,0,0,1,1,0,1,1,12,147,Unusable
Eugenio Suarez,553993,104.99,2025-09-08,0,0,0,0,4,0,0,0,0,12,136,Unusable
Paul Goldschmidt,502671,117.94,2025-09-08,3,0,0,0,1,0,0,0,0,12,136,Unusable
Paul Goldschmidt,502671,117.94,2025-09-22,2,0,0,0,0,0,2,1,0,12,138,Unusable
Gleyber Torres,650402,147.51,2025-04-07,3,0,0,0,1,0,0,0,0,12,147,Unusable
Xavier Edwards,669364,165.36,2025-05-12,4,0,0,0,0,0,0,0,0,12,144,Unusable
Royce Lewis,668904,168.33,2025-05-19,0,1,0,0,2,0,0,0,0,12,157,Unusable
Willson Contreras,575929,182.14,2025-07-14,1,1,0,0,1,0,0,0,0,12,95,Unusable
Ryan Mountcastle,663624,234.73,2025-04-21,1,0,0,0,2,1,0,0,0,12,152,Unusable
Kyle Manzardo,700932,237.05,2025-08-18,3,0,0,0,0,1,0,0,0,12,142,Unusable
Spencer Torkelson,679529,237.98,2025-07-14,2,0,0,0,2,0,0,0,0,12,95,Unusable
Logan O'Hoppe,681351,238.67,2025-09-01,2,0,0,0,2,0,0,0,0,12,137,Unusable
Jonah Bride,681146,239.69,2025-03-24,1,0,0,0,3,0,0,0,0,12,105,Unusable
Jonah Bride,681146,239.69,2025-05-19,3,0,0,0,1,0,0,0,0,12,157,Unusable
Miguel Rojas,500743,239.78,2025-08-11,3,0,0,0,1,0,0,0,0,12,142,Unusable
Vinny Capra,681962,239.86,2025-04-21,0,0,0,0,2,0,3,0,0,12,152,Unusable
Vinny Capra,681962,239.86,2025-06-16,1,0,0,0,1,0,0,1,1,12,150,Unusable
Elias Diaz,553869,239.91,2025-03-24,3,0,0,0,1,0,0,0,0,12,105,Unusable
Elias Diaz,553869,239.91,2025-05-19,2,1,0,0,0,0,0,0,0,12,157,Unusable
Elias Diaz,553869,239.91,2025-06-23,2,1,0,0,0,0,0,0,0,12,140,Unusable
Enrique Hernandez,571771,NA,2025-04-14,1,1,0,0,1,0,0,0,0,12,149,Unusable
Enrique Hernandez,571771,NA,2025-09-01,2,0,0,0,2,0,0,0,0,12,137,Unusable
Joey Bart,663698,NA,2025-03-31,2,0,0,0,2,0,0,0,0,12,148,Unusable
Joey Bart,663698,NA,2025-05-12,2,0,0,0,2,0,0,0,0,12,144,Unusable
Liover Peguero,678894,NA,2025-09-08,1,0,0,0,1,0,1,0,1,12,136,Unusable
Amed Rosario,642708,NA,2025-08-18,2,1,0,0,0,0,0,0,0,12,142,Unusable
Ernie Clement,676391,NA,2025-04-21,2,1,0,0,0,0,0,0,0,12,152,Unusable
Kyle Higashioka,543309,NA,2025-06-16,2,0,0,0,1,1,0,0,0,12,150,Unusable
Jose Caballero,676609,NA,2025-07-14,1,0,0,0,1,0,1,0,1,12,95,Unusable
Nick Fortes,663743,NA,2025-09-22,3,0,0,0,1,0,0,0,0,12,138,Unusable
Dalton Rushing,687221,NA,2025-08-04,1,0,0,0,1,0,1,2,0,12,140,Unusable
Dalton Rushing,687221,NA,2025-09-01,1,1,0,0,1,0,0,0,0,12,137,Unusable
Andres Chaparro,665953,NA,2025-09-22,2,0,0,0,0,0,0,3,0,12,138,Unusable
Edmundo Sosa,624641,NA,2025-06-23,1,1,0,0,0,1,0,0,0,12,140,Unusable
Austin Hedges,595978,NA,2025-08-04,0,1,0,0,2,0,0,0,0,12,140,Unusable
Luis Torrens,620443,NA,2025-05-12,2,0,0,0,2,0,0,0,0,12,144,Unusable
Luis Torrens,620443,NA,2025-05-26,1,0,0,0,3,0,0,0,0,12,139,Unusable
Andy Ibanez,628451,NA,2025-05-12,1,0,0,0,1,0,1,0,1,12,144,Unusable
Dylan Moore,664238,NA,2025-09-15,1,0,0,0,1,0,1,0,1,12,134,Unusable
Travis d'Arnaud,518595,NA,2025-04-21,0,2,0,0,0,0,0,0,0,12,152,Unusable
Ramon Urias,602104,NA,2025-06-30,3,0,0,0,1,0,0,0,0,12,142,Unusable
Ramon Urias,602104,NA,2025-07-14,0,2,0,0,0,0,0,0,0,12,95,Unusable
Ramon Urias,602104,NA,2025-08-25,1,1,0,0,1,0,0,0,0,12,148,Unusable
Ronny Mauricio,677595,NA,2025-08-11,2,0,0,0,0,0,1,0,1,12,142,Unusable
Jose Iglesias,578428,NA,2025-09-01,2,1,0,0,0,0,0,0,0,12,137,Unusable
Corey Seager,608369,43.68,2025-03-24,3,0,0,0,0,0,1,0,0,11,108,Unusable
William Contreras,661388,61.55,2025-03-24,2,0,0,0,1,0,1,0,0,11,108,Unusable
Jake Burger,669394,115.47,2025-06-16,1,1,0,0,0,0,0,1,0,11,152,Unusable
Paul Goldschmidt,502671,117.94,2025-09-01,2,0,0,0,1,0,1,0,0,11,141,Unusable
Yandy Diaz,650490,154.91,2025-03-24,1,1,0,0,0,0,1,0,0,11,108,Unusable
Yandy Diaz,650490,154.91,2025-09-22,2,0,0,0,1,0,1,0,0,11,141,Unusable
Max Muncy,691777,161.48,2025-03-31,0,1,0,0,1,0,0,1,0,11,149,Unusable
Royce Lewis,668904,168.33,2025-05-05,2,0,0,0,1,0,0,1,0,11,153,Unusable
Rhys Hoskins,656555,172.72,2025-03-24,1,0,0,0,2,0,0,1,0,11,108,Unusable
Ryan McMahon,641857,172.9,2025-06-30,1,0,0,0,2,0,1,0,0,11,143,Unusable
Salvador Perez,521692,194.19,2025-05-12,3,0,0,0,0,0,0,1,0,11,148,Unusable
Josh Jung,673962,208.9,2025-03-24,3,0,0,0,0,0,0,1,0,11,108,Unusable
Josh Jung,673962,208.9,2025-06-02,1,0,0,0,2,0,1,0,0,11,147,Unusable
Kristian Campbell,692225,212.49,2025-05-05,3,0,0,0,0,0,0,1,0,11,153,Unusable
Brandon Lowe,664040,213.94,2025-04-07,3,0,0,0,0,0,0,1,0,11,149,Unusable
Shea Langeliers,669127,226.05,2025-09-15,2,0,0,0,1,0,1,0,0,11,135,Unusable
Andres Gimenez,665926,231.93,2025-05-05,1,1,0,0,0,0,1,0,0,11,153,Unusable
Ryan Mountcastle,663624,234.73,2025-03-24,1,1,0,0,0,0,1,0,0,11,108,Unusable
Colt Keith,690993,235.65,2025-04-14,2,0,0,0,1,0,1,0,0,11,150,Unusable
Colt Keith,690993,235.65,2025-04-21,1,0,0,0,2,0,0,1,0,11,156,Unusable
Andrew Vaughn,683734,236.76,2025-05-19,3,0,0,0,0,0,0,1,0,11,160,Unusable
Joey Ortiz,687401,237.06,2025-07-07,3,0,0,0,0,0,1,0,0,11,138,Unusable
Carlos Santana,467793,237.36,2025-07-14,1,0,0,0,2,0,0,1,0,11,99,Unusable
Gavin Lux,666158,238.36,2025-03-24,2,0,0,0,1,0,1,0,0,11,108,Unusable
Logan O'Hoppe,681351,238.67,2025-05-26,2,0,0,0,1,0,1,0,0,11,140,Unusable
Coby Mayo,691723,239.19,2025-06-16,1,1,0,0,0,0,0,1,0,11,152,Unusable
Willi Castro,650489,239.25,2025-09-15,0,1,0,0,1,0,1,0,0,11,135,Unusable
Francisco Alvarez,682626,239.35,2025-05-12,0,0,0,0,3,0,1,0,0,11,148,Unusable
Francisco Alvarez,682626,239.35,2025-06-09,1,0,0,0,2,0,1,0,0,11,149,Unusable
Justin Turner,457759,239.35,2025-05-05,1,0,0,0,2,0,0,1,0,11,153,Unusable
Justin Turner,457759,239.35,2025-06-23,1,1,0,0,0,0,0,1,0,11,142,Unusable
Justin Turner,457759,239.35,2025-08-04,1,1,0,0,0,0,1,0,0,11,142,Unusable
Nolan Schanuel,694384,239.52,2025-03-24,3,0,0,0,0,0,1,0,0,11,108,Unusable
Nolan Schanuel,694384,239.52,2025-08-18,2,0,0,0,0,1,1,0,0,11,144,Unusable
Keibert Ruiz,660688,239.6,2025-04-14,3,0,0,0,0,0,0,1,0,11,150,Unusable
Luisangel Acuna,682668,239.64,2025-06-09,2,0,0,0,1,0,1,0,0,11,149,Unusable
Luisangel Acuna,682668,239.64,2025-07-14,0,1,0,0,1,0,0,1,0,11,99,Unusable
Jonah Bride,681146,239.69,2025-03-31,1,0,0,0,2,0,1,0,0,11,149,Unusable
Jonah Bride,681146,239.69,2025-06-16,1,0,0,0,2,0,1,0,0,11,152,Unusable
Sean Murphy,669221,239.72,2025-06-02,1,0,0,0,2,0,0,1,0,11,147,Unusable
Noelvi Marte,682622,239.78,2025-07-14,2,0,0,0,0,1,1,0,0,11,99,Unusable
Bo Naylor,666310,239.8,2025-08-04,1,0,0,0,2,0,1,0,0,11,142,Unusable
Luis Rengifo,650859,239.81,2025-06-02,2,0,0,0,1,0,1,0,0,11,147,Unusable
Spencer Horwitz,687462,239.83,2025-06-02,2,0,0,0,1,0,1,0,0,11,147,Unusable
Vinny Capra,681962,239.86,2025-06-09,1,1,0,0,0,0,1,0,0,11,149,Unusable
Kevin Newman,621028,239.88,2025-05-12,1,1,0,0,0,0,0,1,0,11,148,Unusable
Elias Diaz,553869,239.91,2025-05-12,2,0,0,0,1,0,1,0,0,11,148,Unusable
Caleb Durbin,702332,239.92,2025-08-04,0,1,0,0,1,0,1,0,0,11,142,Unusable
Nolan Gorman,669357,239.92,2025-03-31,0,1,0,0,1,0,1,0,0,11,149,Unusable
Nolan Gorman,669357,239.92,2025-04-07,0,1,0,0,1,0,0,1,0,11,149,Unusable
Curtis Mead,678554,239.94,2025-03-31,0,1,0,0,1,0,0,1,0,11,149,Unusable
Curtis Mead,678554,239.94,2025-08-18,3,0,0,0,0,0,0,1,0,11,144,Unusable
Kyle Teel,691019,239.94,2025-06-30,0,0,0,0,3,0,1,0,0,11,143,Unusable
Brendan Rodgers,663898,239.98,2025-06-09,2,0,0,0,1,0,1,0,0,11,149,Unusable
Gabriel Moreno,672515,NA,2025-04-07,1,0,0,0,2,0,1,0,0,11,149,Unusable
Marcelo Mayer,691785,NA,2025-05-19,1,1,0,0,0,0,1,0,0,11,160,Unusable
Brayan Rocchio,677587,NA,2025-03-24,2,0,0,0,1,0,1,0,0,11,108,Unusable
Joey Bart,663698,NA,2025-05-19,1,1,0,0,0,0,0,1,0,11,160,Unusable
Joey Bart,663698,NA,2025-07-07,1,1,0,0,0,0,0,1,0,11,138,Unusable
Joey Bart,663698,NA,2025-08-18,2,0,0,0,1,0,1,0,0,11,144,Unusable
Joey Bart,663698,NA,2025-09-22,2,0,0,0,1,0,0,1,0,11,141,Unusable
Tim Anderson,641313,NA,2025-04-14,2,0,0,0,0,1,1,0,0,11,150,Unusable
Ivan Herrera,671056,NA,2025-07-14,3,0,0,0,0,0,0,1,0,11,99,Unusable
Gabriel Arias,672356,NA,2025-05-19,1,0,0,0,1,1,0,1,0,11,160,Unusable
Amed Rosario,642708,NA,2025-03-31,1,1,0,0,0,0,1,0,0,11,149,Unusable
Amed Rosario,642708,NA,2025-08-04,1,1,0,0,0,0,0,1,0,11,142,Unusable
Kyle Higashioka,543309,NA,2025-03-24,1,1,0,0,0,0,0,1,0,11,108,Unusable
Kyle Higashioka,543309,NA,2025-09-01,1,0,0,0,2,0,1,0,0,11,141,Unusable
Jonah Heim,641680,NA,2025-08-04,1,0,0,0,2,0,1,0,0,11,142,Unusable
Zach McKinstry,656716,NA,2025-07-21,1,0,0,0,2,0,1,0,0,11,137,Unusable
Rowdy Tellez,642133,NA,2025-07-21,2,0,0,0,1,0,0,1,0,11,137,Unusable
Henry Davis,680779,NA,2025-05-12,2,0,0,0,1,0,0,1,0,11,148,Unusable
Andres Chaparro,665953,NA,2025-09-08,3,0,0,0,0,0,1,0,0,11,139,Unusable
Connor Wong,657136,NA,2025-06-02,1,0,0,0,2,0,1,0,0,11,147,Unusable
Connor Wong,657136,NA,2025-08-11,1,1,0,0,0,0,1,0,0,11,144,Unusable
Edmundo Sosa,624641,NA,2025-05-26,2,0,0,0,0,1,0,1,0,11,140,Unusable
Alejandro Kirk,672386,NA,2025-09-15,1,0,0,0,2,0,0,1,0,11,135,Unusable
Martin Maldonado,455117,NA,2025-06-30,2,0,0,0,1,0,0,1,0,11,143,Unusable
Austin Hedges,595978,NA,2025-08-11,1,1,0,0,0,0,0,1,0,11,144,Unusable
Luis Torrens,620443,NA,2025-09-15,1,1,0,0,0,0,1,0,0,11,135,Unusable
Andy Ibanez,628451,NA,2025-08-11,3,0,0,0,0,0,1,0,0,11,144,Unusable
Dylan Moore,664238,NA,2025-06-09,0,0,0,0,1,0,2,0,1,11,149,Unusable
Dylan Moore,664238,NA,2025-07-28,0,0,0,0,1,0,0,0,2,11,150,Unusable
Travis d'Arnaud,518595,NA,2025-07-28,0,0,0,0,3,0,1,0,0,11,150,Unusable
Travis d'Arnaud,518595,NA,2025-09-01,1,1,0,0,0,0,0,1,0,11,141,Unusable
Max Schuemann,680474,NA,2025-06-16,1,0,0,0,1,1,0,1,0,11,152,Unusable
Max Schuemann,680474,NA,2025-07-07,1,0,0,0,0,0,2,0,1,11,138,Unusable
Kyle Farmer,571657,NA,2025-04-28,3,0,0,0,0,0,0,1,0,11,154,Unusable
Josh Rojas,668942,NA,2025-05-19,1,0,0,0,2,0,1,0,0,11,160,Unusable
Josh Rojas,668942,NA,2025-08-04,2,0,0,0,1,0,1,0,0,11,142,Unusable
Jose Tena,677588,NA,2025-04-28,1,0,0,0,2,0,1,0,0,11,154,Unusable
Jose Tena,677588,NA,2025-06-02,0,1,0,0,1,0,1,0,0,11,147,Unusable
Jake Bauers,641343,NA,2025-03-31,1,0,0,0,2,0,1,0,0,11,149,Unusable
Pedro Pages,686780,NA,2025-06-30,2,0,0,0,1,0,0,1,0,11,143,Unusable
Jose Iglesias,578428,NA,2025-03-31,2,0,0,0,1,0,1,0,0,11,149,Unusable
Andrew Knizner,668800,NA,2025-07-14,2,0,0,0,1,0,0,1,0,11,99,Unusable
Josh Naylor,647304,89.6,2025-06-02,2,0,0,0,0,0,0,2,0,10,153,Unusable
Jordan Westburg,676059,108.66,2025-04-07,0,0,0,0,1,1,2,0,0,10,152,Unusable
Isaac Paredes,670623,121.15,2025-05-26,1,0,0,0,1,0,1,1,0,10,142,Unusable
Anthony Volpe,683011,135.32,2025-08-18,0,1,0,0,0,0,2,0,0,10,147,Unusable
Alec Bohm,664761,148.29,2025-04-07,2,0,0,0,0,0,2,0,0,10,152,Unusable
Carlos Santana,467793,237.36,2025-09-22,0,1,0,0,0,0,0,2,0,10,143,Unusable
Jacob Wilson,805779,238.09,2025-07-21,1,0,0,0,1,0,1,1,0,10,139,Unusable
Thairo Estrada,642731,239.19,2025-05-26,1,0,0,0,0,1,1,1,0,10,142,Unusable
Thairo Estrada,642731,239.19,2025-07-07,0,1,0,0,0,0,2,0,0,10,141,Unusable
Luisangel Acuna,682668,239.64,2025-05-12,1,0,0,0,1,0,2,0,0,10,153,Unusable
Maikel Garcia,672580,239.72,2025-07-14,2,0,0,0,0,0,1,1,0,10,104,Unusable
Casey Schmitt,669477,239.77,2025-06-23,1,0,0,0,0,1,2,0,0,10,143,Unusable
Bo Naylor,666310,239.8,2025-06-16,0,1,0,0,0,0,1,1,0,10,156,Unusable
Vinny Capra,681962,239.86,2025-05-26,0,1,0,0,0,0,2,0,0,10,142,Unusable
Kevin Newman,621028,239.88,2025-06-09,2,0,0,0,0,0,2,0,0,10,154,Unusable
Elias Diaz,553869,239.91,2025-04-14,0,0,0,0,2,0,2,0,0,10,153,Unusable
Elias Diaz,553869,239.91,2025-06-30,0,0,0,0,2,0,2,0,0,10,147,Unusable
Elias Diaz,553869,239.91,2025-09-08,2,0,0,0,0,0,2,0,0,10,140,Unusable
Nick Gonzales,693304,239.92,2025-07-21,2,0,0,0,0,0,2,0,0,10,139,Unusable
Curtis Mead,678554,239.94,2025-06-02,2,0,0,0,0,0,0,0,1,10,153,Unusable
Curtis Mead,678554,239.94,2025-09-15,2,0,0,0,0,0,0,2,0,10,139,Unusable
Will Wagner,695238,239.98,2025-04-21,0,0,0,0,2,0,0,0,1,10,157,Unusable
Brendan Rodgers,663898,239.98,2025-04-07,0,0,0,0,2,0,1,1,0,10,152,Unusable
Jace Jung,690291,239.98,2025-05-12,1,0,0,0,0,1,2,0,0,10,153,Unusable
Enrique Hernandez,571771,NA,2025-05-19,2,0,0,0,0,0,1,1,0,10,165,Unusable
Brayan Rocchio,677587,NA,2025-05-05,0,0,0,0,0,0,1,2,1,10,157,Unusable
Yoan Moncada,660162,NA,2025-08-04,1,0,0,0,0,1,2,0,0,10,148,Unusable
Isaac Collins,686555,NA,2025-05-12,2,0,0,0,0,0,0,2,0,10,153,Unusable
Amed Rosario,642708,NA,2025-09-15,0,1,0,0,0,0,0,2,0,10,139,Unusable
Mark Canha,592192,NA,2025-04-21,2,0,0,0,0,0,1,1,0,10,157,Unusable
Mark Canha,592192,NA,2025-05-05,1,0,0,0,1,0,1,1,0,10,157,Unusable
David Hamilton,666152,NA,2025-07-07,1,0,0,0,1,0,1,1,0,10,141,Unusable
Ernie Clement,676391,NA,2025-03-24,0,1,0,0,0,0,0,2,0,10,118,Unusable
Jonah Heim,641680,NA,2025-09-22,2,0,0,0,0,0,2,0,0,10,143,Unusable
Korey Lee,686676,NA,2025-06-02,0,1,0,0,0,0,2,0,0,10,153,Unusable
Rowdy Tellez,642133,NA,2025-08-04,2,0,0,0,0,0,0,2,0,10,148,Unusable
Henry Davis,680779,NA,2025-04-28,1,0,0,0,1,0,2,0,0,10,156,Unusable
Henry Davis,680779,NA,2025-06-16,1,0,0,0,1,0,1,1,0,10,156,Unusable
Dalton Rushing,687221,NA,2025-08-25,1,0,0,0,1,0,0,2,0,10,149,Unusable
Connor Wong,657136,NA,2025-03-24,1,0,0,0,1,0,0,0,1,10,118,Unusable
Edmundo Sosa,624641,NA,2025-04-28,0,0,0,0,2,0,2,0,0,10,156,Unusable
Edmundo Sosa,624641,NA,2025-07-28,0,1,0,0,0,0,0,0,1,10,152,Unusable
